Année_hydro,month_fr,P_mm,month_num,month_en,T_C,hydro_year_start,date,I_annual,PET_mm,WB_surplus_mm
2010/11,Nov,24.39,11,Nov,14.2,2010,2010-11-01,87.8549319187919,34.060471754265016,0.0
2010/11,Dec,42.43,12,Dec,12.8,2010,2010-12-01,87.8549319187919,27.49845884682154,14.931541153178461
2010/11,Jan,26.16,1,Jan,10.8,2010,2011-01-01,87.8549319187919,20.274927351591973,5.885072648408027
2010/11,Fev,30.98,2,Feb,10.6,2010,2011-02-01,87.8549319187919,19.148367724697028,11.831632275302972
2010/11,Mars,38.6,3,Mar,13.3,2010,2011-03-01,87.8549319187919,35.91871055124569,2.6812894487543133
2010/11,Avr,62.23,4,Apr,17.5,2010,2011-04-01,87.8549319187919,64.83350896448765,0.0
2010/11,Mai,58.42,5,May,19.9,2010,2011-05-01,87.8549319187919,92.21424403730214,0.0
2010/11,Juin,17.69,6,Jun,23.4,2010,2011-06-01,87.8549319187919,126.29491018818078,0.0
2010/11,Juill,0.0,7,Jul,26.3,2010,2011-07-01,87.8549319187919,161.2304601074036,0.0
2010/11,Aout,3.05,8,Aug,27.2,2010,2011-08-01,87.8549319187919,162.23678568431475,0.0
2011/12,Sep,3.05,9,Sep,23.2,2011,2011-09-01,85.21862360373837,106.55853698599918,0.0
2011/12,Oct,47.24,10,Oct,19.3,2011,2011-10-01,85.21862360373837,70.83118731160361,0.0
2011/12,Nov,69.08,11,Nov,14.8,2011,2011-11-01,85.21862360373837,38.01721204016422,31.06278795983578
2011/12,Dec,28.96,12,Dec,10.5,2011,2011-12-01,85.21862360373837,19.685783224899627,9.274216775100374
2011/12,Jan,20.57,1,Jan,8.8,2011,2012-01-01,85.21862360373837,14.459766295883353,6.110233704116647
2011/12,Fev,43.69,2,Feb,8.2,2011,2012-02-01,85.21862360373837,12.399970007521452,31.290029992478544
2011/12,Mars,23.11,3,Mar,12.1,2011,2012-03-01,85.21862360373837,31.166878637027835,0.0
2011/12,Avr,32.27,4,Apr,14.5,2011,2012-04-01,85.21862360373837,46.53098623374143,0.0
2011/12,Mai,8.89,5,May,20.0,2011,2012-05-01,85.21862360373837,94.45924226481536,0.0
2011/12,Juin,1.02,6,Jun,24.9,2011,2012-06-01,85.21862360373837,142.80402062241933,0.0
2011/12,Juill,4.06,7,Jul,26.3,2011,2012-07-01,85.21862360373837,161.2515669606828,0.0
2011/12,Aout,0.0,8,Aug,28.4,2011,2012-08-01,85.21862360373837,175.64854717095582,0.0
2012/13,Sep,36.83,9,Sep,23.5,2012,2012-09-01,81.64850280694765,110.04293898105631,0.0
2012/13,Oct,36.07,10,Oct,19.9,2012,2012-10-01,81.64850280694765,76.49300005516707,0.0
2012/13,Nov,132.86,11,Nov,15.3,2012,2012-11-01,81.64850280694765,42.00610922137473,90.85389077862528
2012/13,Dec,19.81,12,Dec,11.5,2012,2012-12-01,81.64850280694765,24.71978546173195,0.0
2012/13,Jan,100.07,1,Jan,11.1,2012,2013-01-01,81.64850280694765,23.7271014369112,76.3428985630888
2012/13,Fev,39.12,2,Feb,10.2,2012,2013-02-01,81.64850280694765,19.936538663257675,19.183461336742322
2012/13,Mars,65.53,3,Mar,13.8,2012,2013-03-01,81.64850280694765,41.70462454083117,23.825375459168832
2012/13,Avr,66.82,4,Apr,14.6,2012,2013-04-01,81.64850280694765,49.08845532005614,17.731544679943852
2012/13,Mai,46.47,5,May,17.2,2012,2013-05-01,81.64850280694765,73.28969947416287,0.0
2012/13,Juin,0.0,6,Jun,20.7,2012,2013-06-01,81.64850280694765,102.6573585724776,0.0
2012/13,Juill,0.76,7,Jul,24.4,2012,2013-07-01,81.64850280694765,140.847603171051,0.0
2012/13,Aout,0.5,8,Aug,25.9,2012,2013-08-01,81.64850280694765,147.9541954179951,0.0
2013/14,Sep,18.29,9,Sep,22.9,2013,2013-09-01,84.783725173927,104.11159224583658,0.0
2013/14,Oct,0.0,10,Oct,20.7,2013,2013-10-01,84.783725173927,80.94933575830808,0.0
2013/14,Nov,52.58,11,Nov,13.3,2013,2013-11-01,84.783725173927,31.28751752877442,21.29248247122558
2013/14,Dec,84.1,12,Dec,10.6,2013,2013-12-01,84.783725173927,20.194455409331287,63.90554459066871
2013/14,Jan,53.07,1,Jan,11.5,2013,2014-01-01,84.783725173927,24.065105196733615,29.004894803266385
2013/14,Fev,52.81,2,Feb,12.1,2013,2014-02-01,84.783725173927,25.912036572586974,26.89796342741303
2013/14,Mars,33.28,3,Mar,12.6,2013,2014-03-01,84.783725173927,33.83943126715237,0.0
2013/14,Avr,6.1,4,Apr,16.8,2013,2014-04-01,84.783725173927,61.5802315725728,0.0
2013/14,Mai,17.27,5,May,19.0,2013,2014-05-01,84.783725173927,86.02652205462226,0.0
2013/14,Juin,12.7,6,Jun,22.7,2013,2014-06-01,84.783725173927,120.19215607637594,0.0
2013/14,Juill,0.0,7,Jul,24.7,2013,2014-07-01,84.783725173927,143.4084402591704,0.0
2013/14,Aout,0.25,8,Aug,26.3,2013,2014-08-01,84.783725173927,152.06384708393557,0.0
2014/15,Sep,17.75,9,Sep,22.7,2014,2014-09-01,86.38780727887095,101.93624515839929,0.0
2014/15,Oct,57.4,10,Oct,20.0,2014,2014-10-01,86.38780727887095,75.25159190801367,0.0
2014/15,Nov,21.6,11,Nov,15.9,2014,2014-11-01,86.38780727887095,42.992493731258776,0.0
2014/15,Dec,19.76,12,Dec,10.3,2014,2014-12-01,86.38780727887095,18.58289560819766,1.1771043918023416
2014/15,Jan,81.2,1,Jan,10.8,2014,2015-01-01,86.38780727887095,20.8087146326382,60.3912853673618
2014/15,Fev,51.34,2,Feb,10.2,2014,2015-02-01,86.38780727887095,18.277183484119444,33.062816515880556
2014/15,Mars,78.14,3,Mar,13.2,2014,2015-03-01,86.38780727887095,36.11968220337451,42.02031779662549
2014/15,Avr,25.78,4,Apr,15.4,2014,2015-04-01,86.38780727887095,51.461507912676,0.0
2014/15,Mai,24.61,5,May,19.0,2014,2015-05-01,86.38780727887095,85.14470207339866,0.0
2014/15,Juin,5.64,6,Jun,24.9,2014,2015-06-01,86.38780727887095,142.61489572666318,0.0
2014/15,Juill,4.07,7,Jul,26.0,2014,2015-07-01,86.38780727887095,157.76292619617834,0.0
2014/15,Aout,2.7,8,Aug,26.6,2014,2015-08-01,86.38780727887095,155.360669816151,0.0
2015/16,Sep,25.15,9,Sep,23.2,2015,2015-09-01,86.25500063120735,106.28073532676426,0.0
2015/16,Oct,21.65,10,Oct,17.7,2015,2015-10-01,86.25500063120735,59.72385696607958,0.0
2015/16,Nov,69.48,11,Nov,14.6,2015,2015-11-01,86.25500063120735,36.61602178727447,32.863978212725534
2015/16,Dec,36.67,12,Dec,11.7,2015,2015-12-01,86.25500063120735,23.725354443835585,12.944645556164417
2015/16,Jan,39.25,1,Jan,12.3,2015,2016-01-01,86.25500063120735,26.69563168183174,12.554368318168262
2015/16,Fev,49.28,2,Feb,13.3,2015,2016-02-01,86.25500063120735,30.317477777648318,18.962522222351684
2015/16,Mars,48.4,3,Mar,14.2,2015,2016-03-01,86.25500063120735,41.563526896372046,6.836473103627952
2015/16,Avr,29.4,4,Apr,14.4,2015,2016-04-01,86.25500063120735,45.3693036217123,0.0
2015/16,Mai,46.12,5,May,18.0,2015,2016-05-01,86.25500063120735,76.9080252721162,0.0
2015/16,Juin,8.64,6,Jun,24.6,2015,2016-06-01,86.25500063120735,139.39285677009306,0.0
2015/16,Juill,2.39,7,Jul,26.2,2015,2016-07-01,86.25500063120735,160.07969597099145,0.0
2015/16,Aout,4.12,8,Aug,25.9,2015,2016-08-01,86.25500063120735,147.69070156970247,0.0
2016/17,Sep,19.07,9,Sep,21.1,2016,2016-09-01,87.7137685353072,88.199756379247,0.0
2016/17,Oct,38.12,10,Oct,17.8,2016,2016-10-01,87.7137685353072,59.68428097933419,0.0
2016/17,Nov,40.31,11,Nov,16.9,2016,2016-11-01,87.7137685353072,47.71469962705885,0.0
2016/17,Dec,73.14,12,Dec,13.8,2016,2016-12-01,87.7137685353072,31.851618627211096,41.288381372788905
2016/17,Jan,91.35,1,Jan,11.0,2016,2017-01-01,87.7137685353072,21.057381824727088,70.2926181752729
2016/17,Fev,75.15,2,Feb,12.1,2016,2017-02-01,87.7137685353072,24.77334269301962,50.376657306980384
2016/17,Mars,32.8,3,Mar,13.7,2016,2017-03-01,87.7137685353072,38.1022624138809,0.0
2016/17,Avr,44.58,4,Apr,16.8,2016,2017-04-01,87.7137685353072,59.99914928172602,0.0
2016/17,Mai,15.14,5,May,17.0,2016,2017-05-01,87.7137685353072,68.13293987618181,0.0
2016/17,Juin,10.24,6,Jun,22.2,2016,2017-06-01,87.7137685353072,114.15218387547561,0.0
2016/17,Juill,1.04,7,Jul,27.6,2016,2017-07-01,87.7137685353072,176.9361936883238,0.0
2016/17,Aout,0.28,8,Aug,28.4,2016,2017-08-01,87.7137685353072,176.29165537636095,0.0
2017/18,Sep,1.0,9,Sep,23.2,2017,2017-09-01,82.94344569001976,107.16799852906179,0.0
2017/18,Oct,15.0,10,Oct,19.9,2017,2017-10-01,82.94344569001976,75.95977240513234,0.0
2017/18,Nov,7.6,11,Nov,13.9,2017,2017-11-01,82.94344569001976,34.758436482182056,0.0
2017/18,Dec,35.3,12,Dec,10.8,2017,2017-12-01,82.94344569001976,21.58526934132542,13.714730658674576
2017/18,Jan,38.4,1,Jan,11.0,2017,2018-01-01,82.94344569001976,22.844454600701155,15.555545399298843
2017/18,Fev,31.2,2,Feb,10.1,2017,2018-02-01,82.94344569001976,19.126961687471685,12.073038312528315
2017/18,Mars,81.0,3,Mar,13.9,2017,2018-03-01,82.94344569001976,41.59062453888715,39.40937546111285
2017/18,Avr,76.8,4,Apr,14.9,2017,2018-04-01,82.94344569001976,50.215483101558156,26.58451689844184
2017/18,Mai,15.1,5,May,17.4,2017,2018-05-01,82.94344569001976,74.07249308975749,0.0
2017/18,Juin,8.7,6,Jun,21.8,2017,2018-06-01,82.94344569001976,112.20184882158742,0.0
2017/18,Juill,0.0,7,Jul,25.6,2017,2018-07-01,82.94344569001976,153.5012384200127,0.0
2017/18,Aout,0.5,8,Aug,27.0,2017,2018-08-01,82.94344569001976,159.59415986858534,0.0
2018/19,Sep,15.2,9,Sep,24.1,2018,2018-09-01,84.40711843848419,114.61558584612396,0.0
2018/19,Oct,79.3,10,Oct,18.6,2018,2018-10-01,84.40711843848419,66.45088074956537,12.849119250434626
2018/19,Nov,44.4,11,Nov,14.3,2018,2018-11-01,84.40711843848419,35.9877674516596,8.412232548340398
2018/19,Dec,2.0,12,Dec,11.6,2018,2018-12-01,84.40711843848419,24.04411644464832,0.0
2018/19,Jan,63.2,1,Jan,9.8,2018,2019-01-01,84.40711843848419,17.97603826955917,45.223961730440834
2018/19,Fev,10.9,2,Feb,10.5,2018,2019-02-01,84.40711843848419,20.012802892442636,0.0
2018/19,Mars,6.3,3,Mar,13.3,2018,2019-03-01,84.40711843848419,37.62524333500573,0.0
2018/19,Avr,34.5,4,Apr,15.4,2018,2019-04-01,84.40711843848419,52.5445638781641,0.0
2018/19,Mai,26.9,5,May,20.0,2018,2019-05-01,84.40711843848419,94.87349304922822,0.0
2018/19,Juin,0.3,6,Jun,22.0,2018,2019-06-01,84.40711843848419,113.50951493243494,0.0
2018/19,Juill,8.2,7,Jul,25.8,2018,2019-07-01,84.40711843848419,155.60124931523112,0.0
2018/19,Aout,1.0,8,Aug,26.5,2018,2019-08-01,84.40711843848419,154.22830937721125,0.0
2019/20,Sep,8.4,9,Sep,23.5,2019,2019-09-01,88.92220925140685,108.24392898047486,0.0
2019/20,Oct,56.0,10,Oct,19.1,2019,2019-10-01,88.92220925140685,67.83490726012438,0.0
2019/20,Nov,59.7,11,Nov,14.6,2019,2019-11-01,88.92220925140685,35.48394871970967,24.21605128029033
2019/20,Dec,24.7,12,Dec,12.9,2019,2019-12-01,88.92220925140685,27.490298906845087,0.0
2019/20,Jan,17.4,1,Jan,9.2,2019,2020-01-01,88.92220925140685,14.548046167463887,2.851953832536111
2019/20,Fev,0.0,2,Feb,12.5,2019,2020-02-01,88.92220925140685,25.90239180318579,0.0
2019/20,Mars,9.0,3,Mar,14.6,2019,2020-03-01,88.92220925140685,42.45874491837681,0.0
2019/20,Avr,108.7,4,Apr,15.9,2019,2020-04-01,88.92220925140685,53.303764687973974,55.39623531202603
2019/20,Mai,28.2,5,May,20.0,2019,2020-05-01,88.92220925140685,92.5627072376123,0.0
2019/20,Juin,0.0,6,Jun,23.1,2019,2020-06-01,88.92220925140685,122.84431375131777,0.0
2019/20,Juill,0.3,7,Jul,27.0,2019,2020-07-01,88.92220925140685,169.70431868829698,0.0
2019/20,Aout,2.0,8,Aug,27.4,2019,2020-08-01,88.92220925140685,164.68743854897286,0.0
2020/21,Sep,0.0,9,Sep,24.0,2020,2020-09-01,89.37145319075033,112.68789625631476,0.0
2020/21,Oct,2.5,10,Oct,18.1,2020,2020-10-01,89.37145319075033,60.87129818510069,0.0
2020/21,Nov,1.0,11,Nov,15.8,2020,2020-11-01,89.37145319075033,41.20382295943553,0.0
2020/21,Dec,34.5,12,Dec,12.5,2020,2020-12-01,89.37145319075033,25.67731603521014,8.82268396478986
2020/21,Jan,34.6,1,Jan,11.5,2020,2021-01-01,89.37145319075033,22.3145494375614,12.285450562438601
2020/21,Fev,2.0,2,Feb,14.0,2020,2021-02-01,89.37145319075033,32.12636739761213,0.0
2020/21,Mars,23.6,3,Mar,13.8,2020,2021-03-01,89.37145319075033,37.81560142246165,0.0
2020/21,Avr,32.6,4,Apr,16.2,2020,2021-04-01,89.37145319075033,55.039808206534765,0.0
2020/21,Mai,10.4,5,May,20.0,2020,2021-05-01,89.37145319075033,92.33185730345518,0.0
2020/21,Juin,7.2,6,Jun,22.4,2020,2021-06-01,89.37145319075033,115.5174849653523,0.0
2020/21,Juill,0.0,7,Jul,26.8,2020,2021-07-01,89.37145319075033,167.28864095080064,0.0
2020/21,Aout,0.3,8,Aug,26.5,2020,2021-08-01,89.37145319075033,154.30939992536454,0.0
2021/22,Sep,2.3,9,Sep,24.1,2021,2021-09-01,88.72655872760646,113.7404019891488,0.0
2021/22,Oct,0.3,10,Oct,18.8,2021,2021-10-01,88.72655872760646,65.85936871053818,0.0
2021/22,Nov,27.6,11,Nov,13.3,2021,2021-11-01,88.72655872760646,29.66141754667937,0.0
2021/22,Dec,34.8,12,Dec,12.2,2021,2021-12-01,88.72655872760646,24.730357213567537,10.06964278643246
2021/22,Jan,15.8,1,Jan,10.0,2021,2022-01-01,88.72655872760646,17.18342627208604,0.0
2021/22,Fev,3.0,2,Feb,12.3,2021,2022-02-01,88.72655872760646,25.175608984237705,0.0
2021/22,Mars,78.9,3,Mar,13.7,2021,2022-03-01,88.72655872760646,37.599449460272474,41.30055053972753
2021/22,Avr,31.0,4,Apr,14.7,2021,2022-04-01,88.72655872760646,45.84302230396479,0.0
2021/22,Mai,37.4,5,May,20.8,2021,2022-05-01,88.72655872760646,100.01594520558665,0.0
2021/22,Juin,8.1,6,Jun,24.3,2021,2022-06-01,88.72655872760646,135.64361299365453,0.0
2021/22,Juill,1.0,7,Jul,26.8,2021,2022-07-01,88.72655872760646,167.24861046163042,0.0
2021/22,Aout,0.0,8,Aug,27.8,2021,2022-08-01,88.72655872760646,169.3735065947898,0.0
2022/23,Sep,6.8,9,Sep,24.2,2022,2022-09-01,97.73444592414997,112.90376503378627,0.0
2022/23,Oct,10.1,10,Oct,22.5,2022,2022-10-01,97.73444592414997,90.73741728525376,0.0
2022/23,Nov,14.7,11,Nov,16.9,2022,2022-11-01,97.73444592414997,43.48204155173587,0.0
2022/23,Dec,30.7,12,Dec,14.8,2022,2022-12-01,97.73444592414997,32.29745474505975,0.0
2022/23,Jan,53.1,1,Jan,10.7,2022,2023-01-01,97.73444592414997,16.52175961487443,36.57824038512557
2022/23,Fev,37.3,2,Feb,12.0,2022,2023-02-01,97.73444592414997,20.669622192195654,16.630377807804344
2022/23,Mars,0.6,3,Mar,15.0,2022,2023-03-01,97.73444592414997,40.32117478266795,0.0
2022/23,Avr,0.0,4,Apr,18.4,2022,2023-04-01,97.73444592414997,66.32970484763385,0.0
2022/23,Mai,7.6,5,May,19.9,2022,2023-05-01,97.73444592414997,87.04986932976057,0.0
2022/23,Juin,11.5,6,Jun,24.1,2022,2023-06-01,97.73444592414997,131.32919777101586,0.0
2022/23,Juill,0.0,7,Jul,28.6,2022,2023-07-01,97.73444592414997,192.95051924523,0.0
2022/23,Aout,0.0,8,Aug,27.6,2022,2023-08-01,97.73444592414997,168.62226097998544,0.0
2023/24,Sep,22.8,9,Sep,22.9,2023,2023-09-01,95.11197981629253,101.11244810621845,0.0
2023/24,Oct,15.8,10,Oct,20.9,2023,2023-10-01,95.11197981629253,78.51265152258628,0.0
2023/24,Nov,1.6,11,Nov,15.4,2023,2023-11-01,95.11197981629253,36.750939211590726,0.0
2023/24,Dec,2.2,12,Dec,12.8,2023,2023-12-01,95.11197981629253,24.67428337890222,0.0
2023/24,Jan,14.9,1,Jan,13.1,2023,2024-01-01,95.11197981629253,26.496320103455673,0.0
2023/24,Fev,38.7,2,Feb,14.1,2023,2024-02-01,95.11197981629253,30.23258599391095,8.467414006089054
2023/24,Mars,17.0,3,Mar,16.6,2023,2024-03-01,95.11197981629253,51.40303863605781,0.0
2023/24,Avr,1.3,4,Apr,17.5,2023,2024-04-01,95.11197981629253,60.98299546660958,0.0
2023/24,Mai,0.3,5,May,19.9,2023,2024-05-01,95.11197981629253,88.43416865449902,0.0
2023/24,Juin,1.0,6,Jun,22.9,2023,2024-06-01,95.11197981629253,118.6591902985845,0.0
2023/24,Juill,0.0,7,Jul,27.5,2023,2024-07-01,95.11197981629253,176.94111763638676,0.0
2023/24,Aout,7.9,8,Aug,27.9,2023,2024-08-01,95.11197981629253,171.94205477777484,0.0
2024/25,Sep,7.6,9,Sep,23.7,2024,2024-09-01,94.64192630676274,108.70967683566025,0.0
2024/25,Oct,0.3,10,Oct,20.1,2024,2024-10-01,94.64192630676274,72.58525134404623,0.0
2024/25,Nov,1.1,11,Nov,17.8,2024,2024-11-01,94.64192630676274,49.86620915635039,0.0
2024/25,Dec,0.0,12,Dec,11.6,2024,2024-12-01,94.64192630676274,20.272052334983762,0.0
2024/25,Jan,33.6,1,Jan,12.0,2024,2025-01-01,94.64192630676274,22.252925555995418,11.347074444004583
2024/25,Fev,63.7,2,Feb,12.9,2024,2025-02-01,94.64192630676274,25.306801032131908,38.393198967868095
2024/25,Mars,35.7,3,Mar,14.5,2024,2025-03-01,94.64192630676274,39.030562073715856,0.0
2024/25,Avr,28.0,4,Apr,17.0,2024,2025-04-01,94.64192630676274,57.666668432157635,0.0
2024/25,Mai,13.2,5,May,20.2,2024,2025-05-01,94.64192630676274,91.47078820918654,0.0
2024/25,Juin,0.3,6,Jun,26.2,2024,2025-06-01,94.64192630676274,157.00703963040053,0.0
2024/25,Juill,0.0,7,Jul,27.0,2024,2025-07-01,94.64192630676274,170.26413023473714,0.0
2024/25,Aout,3.0,8,Aug,26.8,2024,2025-08-01,94.64192630676274,158.10557248598133,0.0
